"v1","v2","v3","v4","v5","v6","v7","v8"
2.4749,1.3325,-0.3075,-1.8999,1.8096,1.3332,-1.6063,-1.0293
-0.8137,-0.6261,0.3503,-0.4655,-0.8845,-0.8904,1.018,-0.9601
-2.4083,0.2567,-1.8274,2.7473,-4.0044,2.3294,-0.7314,-0.9982
1.254,-1.5739,2.6958,-3.4432,1.0164,-0.6674,1.409,-1.0051
-0.1757,-2.5805,0.6876,0.524,2.9253,-2.903,2.5393,3.2734
-1.0614,0.7111,-2.473,2.5576,-1.7596,2.0295,-0.9995,-0.2621
0.1379,-0.1578,-0.2541,0.186,1.2828,-1.5079,1.0376,0.485
-0.8595,1.3351,-1.551,1.4935,-1.3619,0.3276,-0.559,-0.8714
1.6955,2.4985,-0.4872,-1.064,0.1307,0.8348,0.2131,-3.3079
0.9508,1.8042,-0.2419,-0.5116,-0.8622,1.3382,0.4676,-3.0265
-0.4741,0.9322,-0.8114,0.6723,-1.8193,1.2694,-0.0544,-1.8178
1.1894,1.1453,0.2638,-1.5348,-0.1353,1.0099,-0.607,-2.0205
0.9021,0.0984,0.2237,-2.0095,-0.5209,1.903,-1.901,-1.3536
-2.4384,-0.6009,-1.705,2.2287,-2.6031,1.0597,-1.8005,1.018
0.2097,0.947,-1.1838,0.1791,-0.1004,0.6482,-1.3423,-0.4505
0.9262,0.9841,-0.3181,-0.9549,-0.1874,1.297,-1.0463,-1.4773
0.6709,0.5656,0.7757,-2.216,-0.5979,0.4731,-0.9035,-1.9755
0.8784,-1.1404,2.1572,-2.2975,0.8985,-0.7485,1.2379,-0.3835
0.5017,0.6708,1.0643,-3.1061,-0.5299,-0.1689,-2.6025,-1.3662
-1.5837,-1.7795,1.5338,0.1477,-1.6389,-0.3333,0.7927,0.8116
0.0757,0.8094,0.3491,-1.5306,-1.2526,0.2543,-0.5818,-2.3065
-0.1847,-3.4921,3.2443,-2.2998,0.4278,-1.3405,2.8667,0.5134
0.027,0.1326,0.1494,2.4856,1.6452,-0.3204,-0.6111,4.1719
2.1116,2.9278,-0.9899,-0.3147,1.8452,-0.4036,0.5091,-2.0239
0.8992,2.0044,-1.2239,1.0718,-0.4278,1.5195,1.1573,-2.4322
-2.8998,-0.2314,-3.042,4.2035,-3.2105,2.1133,-1.6052,1.1963
-3.4643,-2.0664,-1.9855,2.9914,-0.4994,-4.2083,3.3395,1.235
-0.6002,1.0214,-1.1036,1.0738,-1.0064,0.3841,-0.743,-0.4574
-0.6706,1.0248,-1.3183,0.7976,-0.9899,0.3622,-1.6349,-0.2309
-0.4921,1.0642,-2.0613,2.2156,-1.4102,1.9256,-0.1503,-0.9456
-2.5974,-0.136,-0.1785,0.9895,-3.0979,-0.4223,-1.1481,-0.0207
-0.5014,-2.4442,1.4256,0.2054,0.9186,-1.0109,1.5395,2.4316
-1.7233,0.0479,-0.1717,0.2075,-1.5246,-2.3943,1.8609,-1.7529
0.8494,0.8433,1.1341,-1.2169,-0.0386,0.3775,-0.4713,-0.8048
1.9341,-0.1023,2.5186,-3.7084,0.6392,0.6154,-0.2687,-1.6332
2.2305,-2.2523,5.2744,-4.8126,0.9091,1.3554,-0.0049,0.3042
-3.0497,-0.4249,-2.1617,2.2762,-1.1982,-3.736,2.1451,-0.3618
2.6431,0.9764,0.943,-3.9167,0.9342,1.6304,-1.8453,-2.4991
0.2112,0.0952,0.486,-1.3467,-1.8481,2.215,-0.9196,-2.0918
-0.3861,-0.3704,-0.3765,-0.5982,-0.0263,-1.2849,1.0622,-1.1721
-0.0028,1.0375,-0.9085,1.302,1.3335,-1.8431,0.6375,0.83
-3.1394,-0.6218,-2.3754,3.2647,-3.3096,1.4383,-2.1615,1.4011
-1.3751,0.2501,-2.5844,2.6502,-1.8985,2.1997,-1.6081,0.3778
-2.6672,-2.983,0.6598,-0.3452,-1.8647,-2.3433,2.598,-0.57
1.5016,0.5405,0.7835,-0.8531,1.5399,0.2659,-0.4114,0.5054
-3.1771,0.3252,-3.1605,4.7153,-3.2403,1.356,-1.3786,1.2653
2.3203,2.3288,-0.5716,-1.191,1.2089,1.1009,-0.4627,-2.273
-1.7226,-1.1288,-1.3964,3.8832,1.85,-3.0823,1.6519,4.4447
-1.0985,-1.1083,-1.36,2.0799,1.6261,-2.6744,1.6691,2.3264
2.3293,0.4612,1.8068,-4.116,0.6199,0.8879,-0.2218,-3.0137
2.319,-0.0375,2.5104,-1.7289,2.4029,0.1723,0.494,1.0417
-2.9963,-0.1937,-2.0691,3.0801,-3.9303,1.8834,-1.6579,0.2908
-1.0034,-2.5211,1.1107,-1.2013,-0.0432,-1.9437,2.1193,-0.0457
1.3943,0.8893,2.1624,-4.3185,-0.1496,-0.4049,-1.2204,-2.7488
0.6081,-0.709,0.2091,-0.5518,1.5004,-0.6718,0.472,0.76
0.5081,-1.9096,2.2935,-0.5251,1.6435,-0.5702,0.8366,2.7908
0.549,1.7185,-1.654,1.6561,0.2012,0.7999,0.5952,-0.9743
-1.2996,1.3626,-1.5857,2.3828,-1.0733,-0.6026,-0.1469,0.0933
2.2859,0.6006,0.9449,-1.8476,2.0544,0.5177,-0.2939,-0.2807
1.6349,-0.6088,1.1928,-1.3502,2.3818,-0.4317,0.6547,0.9015
-0.4317,-1.6798,0.5378,0.7057,1.4549,-1.5911,1.2061,2.5567
0.2393,-1.5022,0.8342,-0.8979,0.6901,-0.0701,0.3997,0.7548
-0.8052,-2.0312,0.5318,1.127,1.7955,-2.8795,2.7627,2.5665
-1.7157,1.7836,-2.7637,3.4623,-1.6321,-0.0337,-0.485,-0.0731
-0.0455,-1.9596,2.7577,-0.7533,0.9068,-1.5114,2.1486,1.6748
0.3422,-1.7101,0.1196,0.1444,3.0587,-2.7451,2.3695,2.1001
-2.6398,-1.5277,-0.2473,2.3552,-1.2989,-1.806,1.5724,1.6975
2.9263,3.4215,0.1298,-2.2711,1.5128,-0.2568,0.9142,-4.1653
-0.7847,-0.7174,0.3123,0.7609,0.1239,-1.2951,1.1704,0.9667
-0.0722,0.0444,0.9016,-1.3534,-0.3208,-1.0838,0.508,-1.1815
-1.4641,1.398,-2.4545,3.8983,-1.2499,-0.0104,1.1957,-0.1452
-0.875,-0.2342,-0.4141,1.2902,1.2474,-3.3807,2.383,0.9667
0.2413,-1.6038,2.5095,-1.1134,0.7705,-0.7621,0.9936,1.4995
-1.0544,-1.9025,-0.084,0.7533,0.9616,-2.2744,1.941,1.6202
1.6816,0.0843,2.2478,-1.6121,1.0762,0.9499,-0.5764,0.6914
-2.6759,0.4986,-2.5827,3.2019,-2.4148,0.3955,-2.3733,1.403
1.7955,-0.9683,1.524,-2.4203,2.1519,-0.0964,0.1661,0.3795
-0.6628,-0.9188,0.4361,-0.0444,-0.2445,-0.8784,0.9941,0.1471
-1.7218,0.3872,-1.4199,2.6487,-0.4017,-1.9486,1.0734,0.9258
1.979,-0.8435,3.6309,-4.2609,-0.3211,2.1857,-0.6039,-1.658
1.5305,0.868,-0.4534,-1.5645,0.4383,1.7665,-1.7596,-1.3175
-0.0639,0.6857,-0.6336,-0.6946,-1.2167,1.2643,-1.9435,-1.2138
-2.2574,0.1058,-1.721,2.6171,-3.6482,2.0085,-0.2018,-1.0607
1.3181,-0.2584,1.2464,0.2743,2.7649,-0.7866,0.5665,2.7954
0.2476,-0.3203,0.687,0.5767,0.6951,0.2499,-0.2018,1.8144
-0.2789,0.3493,-0.4196,0.1497,-1.8003,2.1108,-1.081,-1.135
0.7652,1.8543,-1.0413,0.1101,0.4663,-0.0974,-0.2494,-1.2978
0.4782,1.9096,-0.91,0.5806,0.3798,-0.5622,0.2845,-1.0979
0.758,-1.4242,2.0473,-2.1115,0.6679,-0.1845,0.8802,-0.0808
-3.8766,0.7015,-2.1056,4.2322,-4.2113,-0.433,0.4419,-0.3331
0.2249,-0.2305,1.6574,-1.0396,0.126,-0.9453,1.1976,-0.4085
3.2797,2.5325,1.9061,-1.5641,1.7231,2.4362,-2.4614,0.4029
1.1757,-2.567,3.4434,-1.7023,1.9414,0.1032,0.6956,2.917
2.5496,2.2788,-0.0817,-1.8684,1.9541,-0.1619,0.1774,-2.3541
-0.0548,-1.9079,1.6259,-2.5028,0.0302,-1.3315,1.8764,-1.3584
1.5469,0.3349,0.6269,-1.8971,2.1481,-1.4162,0.6933,-0.6405
1.8038,2.0656,-0.796,-0.9467,1.1043,0.7345,-1.1044,-1.5223
1.1624,0.9834,-0.852,-0.6296,-0.6818,3.132,-1.8314,-1.6174
3.7585,2.663,0.3172,-3.4144,2.247,1.0073,-0.6781,-3.385
0.7422,1.1792,-0.6595,-0.6309,-0.4099,1.3164,-1.0635,-1.628
-0.7438,-1.7394,0.7865,-0.9188,-1.1111,0.65,-0.4451,0.1875
0.3909,0.0288,0.5779,-0.6028,0.0118,0.3003,0.0453,-0.3438
1.5713,0.7404,-0.0735,2.375,4.1678,-1.1286,0.3012,4.5997
-1.6863,0.6635,-2.8651,3.5813,-2.6341,2.3891,-0.2989,-0.5604
1.5669,-0.4489,0.8136,-0.7957,1.9164,0.5884,0.0896,1.0299
-0.1949,-1.4622,0.9505,-0.8514,0.8833,-2.0153,2.2244,0.0495
-2.7065,-0.4132,-2.6298,3.6797,-3.4833,2.5235,-1.3068,0.5716
-0.3357,-3.047,2.262,-1.1383,0.8164,-1.2069,1.8351,1.7428
-3.0342,-0.7643,-2.5573,3.3919,-3.5961,2.4766,-2.6011,1.4284
2.7631,2.7163,-0.5421,-1.5107,2.8251,-0.5047,-0.8967,-1.1739
-1.183,1.4597,-2.4126,2.7376,-1.1013,0.499,-1.4491,0.5426
3.4616,-0.5775,1.0671,-1.3956,5.0466,0.1919,0.2956,2.5577
-3.4109,0.3263,-2.7936,4.1367,-3.9388,1.3542,-1.5407,0.5871
1.0364,1.3468,-0.7631,-0.9265,-0.4765,1.9395,-1.5958,-1.8995
-0.4694,-1.4432,1.5661,-0.7135,-0.0471,-0.8705,0.7835,0.8319
0.0785,0.5612,0.9673,-2.0827,-1.2528,0.2046,-1.2453,-1.8092
-0.5979,0.1393,-1.49,0.6185,-1.3569,1.9601,-2.3979,0.0312
0.885,1.6418,-0.2244,-0.4557,0.1779,0.0943,0.0352,-1.6246
-0.6753,-2.6344,1.527,-0.0187,0.6159,-0.9272,1.3055,2.3515
0.2269,0.8824,-1.1255,-0.2659,0.7069,-1.4389,0.6983,-1.3855
0.0897,1.1192,-0.3048,-0.9649,-1.5293,1.2167,-1.3733,-2.1553
-0.8668,-1.994,0.3165,1.2045,1.965,-3.1602,2.6818,2.7002
0.0467,2.0413,-1.7475,1.3691,-0.6007,0.6462,-0.3902,-1.3021
-1.6945,-2.9948,0.5809,1.4856,0.6752,-2.2941,2.7019,2.8173
2.9796,2.4598,0.7462,-2.0115,1.8062,1.1872,-1.3762,-1.2939
-1.1832,0.2175,-1.8195,1.8927,0.2502,-1.8545,0.8441,0.5268
-0.2612,-2.0851,1.5335,-3.0934,-0.4161,-1.6171,2.3324,-2.4813
0.2345,-2.2984,1.6209,-0.096,2.1222,-1.5086,1.9719,2.6994
-0.6255,0.1602,0.6011,-1.0455,-1.5558,-3e-04,-0.8077,-1.1796
-0.5225,0.5684,-0.967,0.8313,-1.3371,1.1217,-0.5325,-0.8398
0.7825,0.5269,-0.8198,-0.8463,0.719,0.9532,-2.8915,0.5757
-3.4024,0.0136,-3.464,4.6956,-4.0259,2.4464,-1.9985,0.9711
-0.867,0.4203,-0.1609,0.1842,-1.8928,0.4351,-0.0534,-1.4298
-1.0954,0.7042,-1.6948,1.4955,-0.2225,-1.6442,0.6222,-0.2981
-1.2178,2.1796,-2.968,3.7014,-1.6758,0.8844,-0.0586,-0.7453
0.0383,0.3683,0.5368,-0.5585,-0.1347,-0.5853,0.1323,-0.5175
0.0326,-1.7479,0.4251,-0.8955,1.1094,-1.2872,1.6394,0.2472
-1.5165,0.4674,-2.1075,1.781,-2.13,1.5932,-2.4154,0.2195
0.6237,0.6905,-0.8894,-0.6321,0.1908,0.9648,-1.8571,-0.4418
1.0128,1.026,0.3158,-0.0699,0.7637,0.7074,-1.1236,0.6341
1.3685,-3.9283,5.1926,-5.8549,0.5175,-0.2079,2.2105,-1.303
1.5641,1.0636,1.193,-1.3879,1.1012,-0.0516,0.0311,-0.6471
-2.8979,-0.605,-0.2238,0.7125,-2.9726,-0.7574,-2.0238,0.7469
-0.3034,0.6593,-1.3795,1.0693,0.9494,-1.9295,1.08,-0.0385
-0.0297,-1.5229,0.8118,-0.0801,1.2695,-1.0909,1.006,1.744
-2.1019,-0.3827,-1.3764,2.2297,-0.3947,-2.5654,1.2877,0.9882
-2.292,0.0938,-2.1776,2.8227,-2.442,1.1493,-1.9383,1.0532
1.7304,1.9676,-0.7482,-0.7723,0.9131,0.6431,-0.048,-2.1152
-2.6375,-1.0989,-1.7839,4.0117,0.3922,-3.1079,1.8327,3.2517
3.4596,-2.2741,7.0338,-9.4878,-1.1212,3.3012,-0.0348,-5.0426
-0.4828,-0.7638,2.0757,-1.8043,-1.264,-0.7448,0.9509,-1.3169
1.527,-0.371,2.4848,-2.6142,0.486,0.7923,0.065,-0.7107
-0.6962,1.6324,-1.3028,1.9808,-1.5661,0.3372,1.3576,-1.9104
-0.3778,0.2855,-1.1183,0.2487,-1.6922,2.6113,-2.7934,-0.254
2.0047,1.4805,0.8651,-1.9966,0.9182,0.6642,-0.4841,-1.6662
-2.3878,0.5649,-0.7166,1.3825,-2.0214,-1.738,-0.8542,0.306
-1.5122,0.7119,-2.8042,3.6102,-2.2006,2.3245,-0.7431,0.0904
0.8961,-1.6882,1.2102,-0.0412,3.0747,-1.4479,1.275,3.1773
1.66,-2.9409,3.8093,-4.6671,1.5287,-0.5778,1.9904,-0.7663
1.5244,1.5555,-0.9834,-0.589,0.062,2.2099,-1.0076,-1.9766
1.5839,2.1252,-0.346,0.8867,2.2012,-0.1241,-0.9944,1.4578
-0.1829,0.6569,-0.9106,0.2677,-1.2088,1.2812,-0.6642,-1.306
0.0275,0.5142,-1.5325,0.6296,-1.5764,3.1617,-1.7686,-1.0729
-1.2267,0.1622,-3.3347,3.0789,-1.8124,3.3787,-2.8146,1.0624
-1.429,1.1599,-1.0928,1.041,-1.1921,-2.1129,1.2086,-1.5986
1.1724,2.4137,-0.6086,-0.9322,0.0782,0.3537,-1.0369,-2.22
0.6585,-0.0188,-0.0755,0.3334,2.0611,-1.4166,1.0107,1.1626
0.7421,1.6593,-1.3866,1.1139,0.1553,0.9,0.6417,-1.4058
2.384,-2.0473,2.6809,-2.916,3.418,-0.5548,1.3123,1.4019
-2.0964,-2.9895,0.1416,0.506,-0.2897,-2.4666,2.5491,1.0253
0.3673,0.7895,-0.9913,0.1501,-0.5373,1.6045,-1.1202,-0.8818
0.2685,-2.9953,2.0588,-1.6015,1.1546,-0.4071,1.2301,1.5735
-0.2399,-1.1072,0.8009,0.5555,1.0718,-1.2407,1.1357,1.9473
1.7917,1.5975,0.2767,-2.5072,0.7872,0.3992,-1.5911,-1.9001
-1.2589,-1.7929,0.8369,-2.8288,-2.2951,1.3698,-4.8721,0.5868
1.5319,2.5759,-1.5883,0.4702,0.762,0.7254,0.5035,-2.2924
0.86,0.8531,0.5617,-1.6644,-1.1799,1.6868,-0.3299,-2.7632
-0.8256,0.8299,-1.9117,1.4853,-0.9269,0.6894,-1.641,0.1876
-1.4055,-0.9416,0.6062,0.8203,-0.2484,-2.3377,2.0236,0.7334
-0.6462,-1.1104,1.3711,-0.1112,-0.3198,-0.9009,1.2953,0.5773
2.8974,-3.4096,4.6053,-4.6712,2.914,1.0911,0.6615,1.5724
3.4855,-0.2683,2.8366,-4.0602,2.1856,2.156,-1.0328,-0.4655
5.1729,2.956,2.2516,-6.4518,3.3237,-0.0786,-0.4919,-4.674
-1.1583,-1.4431,-0.1937,0.9253,0.6825,-2.408,2.0327,1.2142
-2.0151,-1.1642,-0.6633,2.0327,0.1589,-3.1072,2.3098,1.488
1.6223,1.9994,0.5501,-2.149,0.0449,0.2448,0.1992,-3.3375
0.5895,-2.2033,2.3281,-0.8485,1.5019,-0.236,0.9888,2.3957
1.129,-0.3924,0.2377,-0.397,2.6794,-1.5182,1.1895,1.1308
-1.7225,-0.3791,-0.6172,0.7093,-1.5314,-1.1339,0.6344,-0.625
3.728,0.0063,4.1561,-4.0907,1.6801,3.0953,-1.5325,0.0795
0.8646,0.9207,-0.0627,-1.5102,-0.1821,0.9435,-1.558,-1.3952
3.1878,2.918,0.0322,-2.3678,2.4763,-0.1803,-0.2506,-2.5686
-1.6306,0.32,-0.6028,1.2477,-2.7799,0.6815,0.36,-1.4614
0.8331,-1.4214,1.6709,-0.0228,3.3278,-2.5622,2.1754,3.0717
-0.9887,0.3293,-0.9965,0.9732,-2.2911,1.8335,-0.9762,-0.9802
0.7023,-2.3721,2.3303,-2.107,1.3544,-0.7529,1.5756,0.7714
0.1026,2.1106,-1.3984,1.1943,0.3321,-0.8571,-0.0998,-0.6063
-1.1125,-1.9055,1.9856,-1.5173,-2.4118,0.7485,0.4727,-1.0217
0.1958,-1.4956,-0.1293,0.6095,2.3139,-1.3972,1.0965,2.4613
-3.9394,-0.5694,-2.8923,4.1215,-3.7551,0.815,-1.9758,1.6261
-1.1567,-1.2379,1.3797,-1.0328,-1.043,-1.6679,1.3846,-0.6636
-2.0473,-3.0419,1.7488,-1.1979,-1.669,-1.9,2.4564,-0.5476
1.6616,-0.9533,1.258,-1.443,3.1876,-1.5156,1.3496,1.295
-0.476,-1.6557,2.3939,-1.7194,-0.4677,-1.2507,1.4655,-0.2044
-0.9813,0.6381,-1.7012,1.0967,-1.7997,1.524,-2.0534,-0.3731
2.1355,1.8366,0.167,-2.3507,0.3993,1.3503,-0.775,-3.0006
0.1088,-0.8926,-0.3511,0.9341,1.8579,-1.1556,0.9536,2.0286
-2.4882,0.9492,-2.8821,3.9594,-2.9726,1.3048,-0.9944,0.1582
1.1463,1.7276,-0.2154,0.4725,1.3379,0.1243,-1.1384,0.8797
-0.2352,1.814,-1.8513,1.1826,-1.024,0.9478,-1.1861,-1.1702
1.6988,1.4549,-0.8637,1.3318,3.2806,-0.6105,-0.31,2.2842
1.9287,1.185,-0.5277,-1.5875,1.0553,1.6169,-1.9117,-1.0671
-0.1607,1.5747,-0.492,0.4649,0.1639,-1.6335,0.3659,-0.6917
0.1018,1.0651,-1.384,2.4517,1.9875,-1.3589,-0.0531,2.509
-0.1453,1.558,-1.4761,1.2276,-1.1809,1.3732,-0.7013,-1.2412
-1.1848,0.3619,-0.7014,0.8655,-2.6566,1.5057,-0.3684,-1.5182
-1.5841,-2.6704,0.0946,1.5326,1.3671,-3.1809,2.8072,2.8663
-0.2682,-1.297,1.7315,-2.4938,-1.1065,-0.5176,1.1269,-2.0076
-1.8939,-0.6013,-0.1335,1.1937,-0.5663,-2.7445,1.581,0.6066
-1.0468,-2.1873,0.9033,0.0053,0.0956,-1.4555,1.6956,1.1589
1.1829,1.4868,-1.7127,0.4087,7e-04,2.4302,-1.0378,-1.4456
3.6132,0.3573,2.8544,-3.4252,2.8681,1.3482,-0.7861,0.2254
-0.3566,-3.9257,2.2558,-0.7156,2.1627,-2.5509,3.2041,2.8755
2.5894,1.3117,0.4797,-2.8309,1.1884,1.4922,-1.1654,-2.2001
-0.0468,0.8781,-1.4546,1.0796,-1.6497,2.663,-0.5857,-1.5883
-0.1684,-1.7102,0.9507,-0.3138,1.6132,-2.1694,1.7054,1.6433
-1.1449,0.1109,-1.4397,1.4894,-1.6831,1.273,-0.9616,-0.1129
0.1859,-0.188,0.8438,0.9871,0.6777,0.2959,-0.2239,2.2625
4.2796,0.1076,2.9831,-3.3204,4.1765,1.2932,-0.6474,1.3179
-0.0486,1.046,-1.2047,0.705,-0.8993,1.1819,-0.6061,-1.1264
-0.3334,1.1683,-3.0206,3.2579,-1.1033,2.8513,-0.5587,-0.2746
-2.3517,-1.2243,0.25,-0.473,-2.5292,-1.9157,1.7778,-2.0276
-2.1966,0.9976,-1.4855,2.6181,-3.3326,0.7324,0.3128,-1.3877
-1.2947,1.0116,-1.3679,1.2994,-1.5853,0.0387,-1.3824,-0.2217
2.4139,3.5714,-0.2655,-0.7642,1.2031,-0.2749,1.7323,-3.7385
-2.0878,-1.5282,1.593,-2.3991,-3.6831,-0.9933,1.4844,-3.6373
2.3582,2.0479,-0.7567,-1.4796,1.6447,0.9865,-1.3762,-1.5571
1.4606,-1.7407,2.8545,-4.2531,0.5867,-0.1135,1.5116,-2.0985
1.8123,1.6919,-0.3372,1.1434,2.8129,0.0925,-0.9474,2.3189
-3.4003,-3.2097,0.3486,2.4005,-0.9473,-3.1051,2.7335,2.8807
0.7182,1.8841,-2.1758,1.4811,-0.0984,1.7863,-0.3935,-1.2925
