"v1","v2","v3","v4","v5","v6","v7","v8"
0.9513,3.0988,-2.8973,-2.1215,-2.7208,-0.0181,0.7517,1.142
2.0748,-1.5352,-0.0812,1.716,-0.7166,-1.105,-1.0249,-1.7221
1.4599,1.8688,-0.3672,-0.4192,0.6925,-2.1604,0.212,-0.2044
-1.3799,-0.2712,0.4895,-0.5222,0.7998,1.3707,-0.4917,0.7967
-2.0377,-1.4283,2.4122,-0.2477,2.3015,1.5894,-0.2263,0.5905
0.7975,0.7867,1.8907,-0.7541,2.498,-2.4869,1.2961,-0.9684
-1.6444,-2.4954,1.0476,0.5004,-0.0429,3.036,-1.2799,0.5728
1.6855,-1.4326,-0.2015,3.6172,-2.647,2.068,-2.4657,1.9061
-1.0907,-0.5133,-0.149,-1.7877,1.6781,-0.2323,-0.4568,-1.619
1.454,-1.6882,1.184,0.4383,-0.0177,-0.942,0.3133,-1.9216
0.2387,-1.6779,0.886,1.9187,-0.6028,1.8251,-1.6045,1.0228
0.2271,-4.1543,1.6396,-0.2833,-0.4149,1.1642,-0.1465,-2.8966
0.5238,6.4643,-1.357,-2.9458,3.6759,-5.1633,1.6247,0.4973
-3.4926,-2.6851,1.9225,0.4377,0.5895,3.6526,0.0981,1.1692
-0.4616,-1.7051,1.7654,1.1276,2.3551,0.2737,-1.6828,-0.3561
1.6454,2.7068,2.1524,-2.2382,1.7696,-2.8673,2.9995,0.0584
-0.2921,-2.1696,1.6605,2.1244,1.9114,0.1627,-1.7121,-0.4892
-0.2876,5.3864,0.2971,-1.658,3.7221,-2.4522,0.4799,2.8494
-1.2856,0.6657,0.0169,-0.1493,0.5926,1.3483,-0.7121,1.7626
0.3134,-2.4998,-0.1434,1.1639,0.1407,0.4316,-2.1433,-1.7036
-1.2855,0.0095,0.8177,-2.518,2.5368,-0.3574,0.2136,-1.1972
-1.8299,-2.4223,1.0794,0.7251,1.1731,1.8676,-1.3341,-0.1999
2.1312,0.1005,2.4147,-1.3483,-0.4167,-0.0664,1.4729,0.214
2.593,3.5938,0.4835,-0.3344,1.0752,-3.2697,1.1157,0.9802
-0.3914,1.0593,0.4453,0.553,2.4994,-1.1864,-0.8763,0.5468
-1.9753,0.1363,-2.2366,0.7906,-2.5283,1.7739,0.6353,1.2204
-0.3222,-2.2722,-2.0235,2.0417,-2.4495,1.3863,-1.5247,-0.9146
-0.4644,0.9643,2.1262,1.253,2.7914,-0.3104,-0.5684,2.0989
-0.7467,0.1629,1.0592,1.299,1.0947,0.9566,-0.918,1.9744
0.5795,-0.3276,-0.7399,0.7429,1.3099,-2.3346,-0.7676,-2.1781
-1.5486,-2.6623,2.1305,1.607,1.7927,1.7276,-1.451,0.2259
-1.3323,-1.877,2.4598,-0.0123,1.9589,1.1456,-0.1579,-0.1205
1.4874,1.9348,1.8539,-1.6715,1.713,-2.5439,2.1725,-0.2955
0.2114,-1.8219,0.8246,1.7032,-1.1702,2.4794,-1.6261,1.2924
-3.0377,-5.9384,1.968,1.8354,-2.5391,6.7136,-1.0385,1.0345
3.6683,1.3571,0.3387,2.0873,-3.9011,1.189,-0.1857,3.4783
-0.31,0.2982,1.2385,1.7282,2.4843,-0.5457,-1.3606,1.1367
-0.5324,2.7984,0.291,0.0173,3.1095,-2.0,-0.1597,1.3553
-2.2783,-3.57,1.8581,2.3831,0.7226,2.8202,-1.317,0.4752
-0.7508,0.8326,1.2759,1.509,3.8267,-1.7229,-1.0365,0.6219
-0.325,-4.5858,1.4515,2.9461,0.8644,1.7808,-3.2569,-1.3115
-1.9079,-2.8721,1.9446,2.5914,0.3582,3.1205,-1.3848,1.5745
0.9529,1.8987,-0.9585,0.2695,-2.1916,0.6478,0.3902,2.2833
1.4639,0.8069,2.7093,-2.8835,0.1164,-0.0426,2.4537,0.3287
-0.8448,-0.4164,-0.7383,-0.4003,2.3911,-1.8567,-0.8504,-2.4065
-0.5644,-3.8625,0.7961,2.566,-2.0386,3.8081,-2.0067,0.6974
1.8412,3.6842,1.9458,-1.842,2.7627,-4.3893,3.1343,-0.0785
-1.1057,0.1308,0.3595,-0.4238,0.9729,0.9079,-0.5537,0.8284
1.4951,3.8753,-0.7848,-2.3155,-0.6254,-2.0003,2.3214,0.9281
-0.0611,-1.0213,0.5991,2.4906,-0.7727,1.9719,-1.5756,2.001
-1.1127,-6.7019,1.633,5.0057,-3.6587,6.0087,-2.4003,1.0571
-0.8498,-2.0038,-0.2124,1.7349,-1.5217,2.9048,-1.7331,1.1196
-1.2095,-1.9655,0.9197,-2.0079,1.7016,-0.3678,0.6894,-2.9762
0.542,-0.8555,-0.5828,1.5057,0.4366,0.7215,-3.2914,0.259
1.0586,4.909,-1.3928,-2.1945,2.1619,-4.0008,1.0222,0.2003
0.7057,3.1285,0.0951,-1.4089,2.464,-3.0883,0.9223,0.0176
-1.6893,-2.2509,1.7646,-2.8068,1.5259,2.0749,-0.247,-1.3167
-0.1981,-4.3707,1.6383,2.8554,0.0343,2.1711,-2.4813,-0.7518
0.4669,-3.3172,1.8316,-0.467,-0.0535,2.92,-2.3959,-0.5726
-1.7834,-1.7162,3.0205,0.8262,4.2226,-0.1839,-0.6866,-0.4485
-0.5863,0.598,-0.8363,0.728,-1.0663,1.497,-0.7251,1.9306
0.2881,0.3952,0.5804,1.0067,1.3108,-0.1772,-1.3758,0.9601
1.4331,0.0772,1.8252,-0.7754,1.1031,-2.2626,1.9243,-1.5628
0.5456,0.1295,1.7068,-1.7142,1.3648,-0.8988,1.1532,-0.8521
0.6092,2.4208,-0.5879,-0.9493,1.7556,-2.1913,-0.1596,0.022
-0.557,-1.7907,1.1315,1.6349,0.5516,1.5299,-1.5767,0.6185
0.0962,5.4012,-2.184,-4.0439,0.5585,-2.8557,2.6366,0.4883
-1.5723,-0.5949,1.5064,0.8628,1.2574,1.3634,-0.269,1.4765
1.8205,0.9338,0.2446,2.8844,1.2992,-1.2532,-2.5952,1.4051
0.5924,-0.277,-0.7694,0.0364,-0.3832,-0.6449,-0.3254,-1.0773
0.4986,4.5353,-2.8134,-2.5626,-1.977,-0.4361,1.3337,2.099
-3.7638,-6.4634,0.5245,3.9125,0.5909,5.1168,-4.8583,-0.2987
3.0463,5.7883,1.2108,-1.8049,1.6173,-4.1797,2.7818,2.0259
-0.2947,1.9847,-0.5488,-0.8865,-0.7106,-0.567,2.0345,0.9488
-0.4457,2.0498,-0.1064,-1.6967,0.925,0.1619,0.0201,1.41
-1.1804,-2.5069,1.7647,3.0608,0.1597,2.5183,-1.4721,1.6086
0.5228,0.6851,-1.868,-0.5339,0.3544,-1.7446,-0.7407,-1.6481
-2.5505,-7.9366,3.481,3.0414,-0.9097,5.8824,-1.9057,-0.6107
1.1794,5.028,0.234,-3.1448,2.227,-3.4533,2.3118,0.8789
-2.8718,-4.7874,0.4348,0.6941,-1.4966,4.6305,-1.2238,-0.5881
1.8956,2.7286,2.815,-2.9326,1.3616,-1.8036,3.0032,0.8609
-1.0961,0.444,-2.3558,-0.3441,-1.3288,0.7689,-0.3861,0.1205
-1.5236,-1.2087,0.4015,0.5203,0.7895,1.626,-1.2759,0.5164
0.3807,-6.1618,1.3724,2.4863,-0.219,-0.1278,-0.7547,-4.8083
-3.9945,0.3132,-1.0627,2.2617,-0.0781,2.6708,-0.5366,3.2976
-1.3637,-5.0603,1.5025,1.7019,-1.1025,4.235,-2.0881,-0.3465
-2.0302,-3.8982,1.774,1.8739,0.2506,3.1099,-1.3128,0.0995
0.0493,-1.068,1.6582,-0.3284,0.9449,2.0551,-1.9402,1.0437
-1.9066,2.1347,0.7861,-2.2912,4.2135,-1.4902,0.4155,0.165
0.5866,2.1695,0.4813,-1.8359,2.1254,-2.8925,1.5899,-0.8879
-0.9248,-0.295,-0.2207,1.7452,-2.1906,1.9299,0.7227,2.0577
-0.4565,-1.7689,0.8135,1.174,-0.021,1.7931,-1.4445,0.5245
0.0069,0.1167,-2.7135,3.8007,-1.2518,-0.8213,-1.6376,0.3265
-1.4895,-1.5176,1.4713,0.583,-0.0954,2.7696,-0.3941,1.5421
1.0603,-1.6472,0.013,1.317,0.2229,0.7342,-3.0548,-0.4392
1.8612,2.5905,-0.1327,-0.2139,-0.8184,-1.0238,0.8023,1.6572
-0.2577,-2.4974,2.1284,3.0309,2.4189,-0.0679,-1.9919,-0.4184
0.2172,0.2011,-1.3946,-0.2489,-0.8534,0.8824,-1.548,0.3452
0.8833,1.8271,1.6507,-2.7198,1.284,-1.2763,2.0025,0.0785
3.4754,4.2394,0.117,-1.8466,-0.5357,-2.7861,1.9386,1.179
-0.6316,4.1365,-0.2985,-0.2073,1.8369,-0.8205,-0.0163,3.4046
1.9687,1.8705,-0.0832,0.1973,0.7122,-1.3598,-1.1495,0.8663
-3.0227,0.672,0.5577,-1.7197,1.1697,2.0473,0.6869,1.7886
0.1823,1.4683,-0.6657,-0.6432,1.8568,-1.3951,-1.1617,-0.1696
-1.8919,5.2795,-0.8386,-2.866,2.5416,-1.0024,1.1514,2.9727
1.9249,5.0573,-1.439,-2.5139,-2.3287,-0.9533,2.4926,2.6903
-0.0178,0.159,-0.2689,1.7282,0.868,-0.1366,-1.7527,0.804
0.1303,-2.6511,1.371,2.5483,1.8674,0.0846,-2.5852,-0.9461
-1.3755,-7.9466,1.1309,1.5617,-0.0192,1.7986,-1.7551,-5.5586
-0.4464,-0.8083,2.3152,1.2309,3.2564,-0.5464,-1.1317,0.1288
-1.8178,3.4366,-1.2339,-1.6654,-0.965,0.2245,2.918,2.5009
1.7466,0.7327,-4.5093,-0.3652,-4.6558,-0.677,0.238,-1.5812
-0.0769,2.6221,-2.3347,0.1724,3.0167,-4.7112,-0.4156,-1.9269
1.6114,0.2669,1.8696,-0.7557,1.027,-1.8171,1.4136,-0.9681
0.9179,-6.9052,2.9702,6.4572,0.248,2.3606,-4.4536,-1.0144
3.1267,1.9022,-0.2072,1.463,0.3007,-4.7317,1.4686,-1.374
1.8644,-2.9241,2.4609,-0.0483,-0.8358,0.0646,1.0455,-2.1625
0.561,-2.993,1.5069,4.5485,-0.4156,1.5865,-2.3903,0.9474
-0.5657,3.5797,0.6525,0.5572,2.3059,-0.7254,-0.1295,3.6081
1.0812,-0.0115,-1.5786,2.8258,0.3636,-0.8103,-3.3349,0.1405
-0.7083,1.2106,1.4072,-3.5462,1.9993,-0.2462,1.4378,-0.1656
-1.2837,1.9963,-2.772,3.694,-0.2596,-0.7184,-1.2388,2.2951
0.3769,0.9833,3.0008,-3.1471,2.236,-1.6502,3.1606,-0.8436
-1.3575,-2.2586,1.1042,1.0333,-0.0154,2.431,-0.9791,0.5855
-0.0436,4.0794,0.3722,-3.1233,3.7253,-3.9777,2.1924,-0.4666
0.7087,2.7518,-0.9159,-0.8725,1.8796,-2.4295,-0.4585,0.0908
0.2687,0.5608,-0.8279,-0.4877,1.7945,-3.1823,0.4178,-2.5921
2.21,1.7562,-1.3282,-0.7614,-1.4627,-0.9454,-0.1731,0.1825
-1.0797,5.2616,0.7538,-1.2364,4.7371,-2.6346,0.5593,2.9384
2.5053,0.0151,0.441,0.8819,-0.2518,-2.4983,0.7303,-1.5121
0.4403,1.0078,0.77,-1.3465,1.9433,-2.6026,1.5279,-1.5121
0.3711,0.8527,-0.2771,0.1147,-0.57,1.066,-1.0111,1.7323
-4.3379,-3.5453,-0.9284,2.2923,-0.8828,4.7345,-2.2921,1.0979
1.5986,5.035,1.9767,-4.5133,2.4459,-4.1328,4.7226,0.2488
-2.9603,0.2829,0.64,0.2269,0.6607,3.1712,-0.6331,3.2941
-0.0371,-1.2392,2.3116,-1.4421,2.2343,-1.7649,1.887,-2.6472
1.0124,4.2321,-1.223,-0.3166,0.7817,-1.713,-0.3418,2.3731
2.4189,3.8888,0.251,-0.8847,1.4899,-4.5931,2.2682,-0.1683
-2.5606,-5.1117,0.6932,2.4343,-2.2983,5.6795,-2.0695,0.8779
0.9426,-1.5704,2.4203,-1.1585,-0.0957,0.8488,0.8134,-0.6454
-0.0415,0.9986,0.6017,-2.3422,1.1925,-0.1728,0.3614,-0.025
1.5396,-2.2999,1.4197,0.6627,-0.4523,-0.8291,0.6926,-2.2756
-0.8902,-2.8119,2.1737,2.0391,1.2416,1.6691,-1.499,0.2388
3.0227,1.2714,0.5605,4.121,2.8093,-3.5242,-3.1846,0.5682
-0.4803,1.4574,0.0593,-2.1224,2.2719,-1.6433,0.5587,-0.853
-0.9813,-1.8014,-0.2336,-1.0117,1.5831,-0.983,-0.248,-3.2365
0.9785,1.1698,-1.4821,0.3295,0.5028,-1.2743,-1.684,-0.2009
-0.8311,-4.854,2.5256,3.7659,0.7339,2.3122,-2.3026,-0.3825
2.839,5.1737,-0.1056,-2.3311,0.4154,-3.159,1.9507,1.5326
-2.0591,-3.9599,0.5819,1.7832,-0.4218,3.3548,-1.9965,-0.2159
-1.0655,-1.7513,0.0174,1.5592,0.5706,1.6407,-2.3837,0.3371
-0.6663,5.6489,-0.9526,-2.4632,2.4973,-1.7238,0.5694,2.9036
1.3413,1.0287,-0.0942,0.7187,1.7905,-3.8072,0.5371,-1.8015
0.6999,0.4881,0.8372,1.5429,1.36,-0.4764,-1.3994,1.1516
0.7267,-0.4542,1.9083,-1.8117,0.034,0.8081,0.837,-0.0144
-1.4648,2.4173,-2.0904,-3.1848,1.204,-2.2391,1.8585,-1.6216
-0.4151,-1.9683,1.5737,2.3275,0.5554,1.6118,-1.6023,0.989
1.9079,2.7133,-0.5349,0.9064,1.3481,-3.678,0.2224,-0.0169
2.1031,1.7903,1.0686,-1.1391,0.2326,-2.1789,1.938,-0.1661
1.2493,-2.8871,0.8801,0.4181,-1.2447,1.4507,-1.2421,-1.2756
3.0117,0.5191,2.1891,-0.4182,-0.7531,-1.8111,2.5204,-0.4529
-1.4977,-3.1389,-2.6249,0.5849,-2.5548,2.9377,-2.323,-1.4148
-1.4868,-2.1216,0.7121,1.6842,-0.141,2.6987,-1.5933,1.1317
0.8127,3.5545,-0.1993,-1.8295,-0.3631,-1.722,2.801,1.2674
2.0796,3.3406,-0.2066,0.7837,-4.0078,1.5821,1.483,5.0404
0.6306,3.9417,0.4337,-2.1712,3.1543,-4.3713,2.3925,-0.4663
0.0475,5.4038,-1.1406,-2.0955,3.6992,-4.2009,0.7096,0.6957
3.397,2.6367,-1.4847,-1.0769,-0.7189,-2.076,-0.9546,-0.054
0.07,-2.3045,1.6216,2.3327,1.1799,0.36,-1.5216,-0.3843
-1.0543,-1.1925,-2.4972,-0.7266,-3.9051,2.4424,0.5438,-0.4282
-1.5386,-3.8992,1.4618,2.7472,0.3868,2.5506,-1.9939,-0.0542
-0.1841,-3.5603,1.0887,-0.2649,0.8212,-1.0725,0.7822,-4.3281
2.6597,7.5448,-2.3353,1.7284,0.5588,-3.4318,-0.9127,4.9571
-0.6256,-1.2565,-0.503,-0.8465,-0.9719,2.3149,-1.3183,0.0571
0.0935,-1.9414,2.4975,-1.7956,0.9853,0.4413,0.9852,-1.6397
1.9954,-3.3706,3.1292,0.5484,-1.7756,2.0777,0.256,-0.4264
-1.2766,2.1999,0.3087,0.8773,1.2501,0.4597,-0.1871,3.2033
-0.3392,-3.2011,2.4223,-1.2289,1.1925,-0.1753,1.3105,-3.2095
1.4656,0.7999,1.3402,-1.1915,0.0018,-0.2148,0.7438,0.527
-1.4383,-8.7948,2.6666,4.2163,-2.0312,5.5076,-2.6944,-1.5357
-2.0585,-7.027,0.6527,3.2303,-4.593,7.4514,-2.4349,0.7316
-1.1648,-0.7285,-0.0793,0.8749,0.1487,2.034,-1.8239,1.3557
1.9964,3.0822,0.5366,-1.1987,1.0016,-2.5494,1.2305,0.657
0.694,-6.2527,1.5652,2.0668,-0.7699,-0.0756,-0.1124,-5.0023
-1.2663,-0.188,-0.5265,-1.4566,2.4691,-1.3594,-0.4452,-2.1896
-0.5726,1.2357,-1.0426,-1.3495,2.2258,-2.129,-0.2457,-1.4927
0.9267,2.9189,0.4939,-1.1966,2.1835,-3.1588,1.4505,-0.0237
-0.9722,-1.7768,-1.0531,1.2002,-0.973,0.8453,-0.6598,-0.9161
-0.9583,-2.4462,1.5547,2.6517,1.3478,0.9422,-1.5233,0.0918
2.3586,3.5068,0.1319,-0.7761,0.8641,-3.5218,1.6558,0.3423
3.0633,3.5272,0.4815,0.184,-1.4489,-0.9122,0.9908,3.1127
0.8533,2.6675,-2.2618,-1.5715,-1.8459,-0.2705,0.4375,0.9769
0.1471,-3.1275,2.8326,-0.6529,0.7595,-0.0785,1.5281,-2.6396
-1.425,-2.9881,2.0488,2.1771,2.4045,1.009,-1.9004,-0.4598
0.9767,0.0229,-0.3418,-0.6195,0.1994,-1.1163,-0.19,-1.3276
0.897,3.7798,-1.3324,-2.3111,0.4141,-2.3104,1.3427,0.3976
-2.4845,-1.8166,1.2438,0.7373,-0.3657,3.5667,-0.2753,1.8967
-3.3391,-4.1455,1.9525,-0.2763,-0.6988,5.0543,-0.1,0.4889
0.2828,-0.705,1.7848,1.8555,2.7303,-0.8287,-1.6642,0.1132
-1.5957,-4.1909,0.5125,-0.5758,0.7364,2.472,-2.3487,-2.3448
-0.662,1.4988,0.3732,-3.0159,2.4129,-1.4557,0.9973,-0.9755
2.7825,3.4341,2.3599,-1.6163,1.3509,-3.1431,2.8554,0.9442
2.9259,5.405,2.4078,-2.5605,2.186,-4.735,4.2796,1.2118
0.5892,1.9824,0.0169,-1.3129,1.6377,-2.0269,0.5021,-0.2642
-0.8179,-4.0598,0.2278,2.1086,-2.3273,4.0334,-2.1521,0.265
-0.6991,-1.944,0.8173,2.7456,0.2021,1.5285,-1.7134,0.884
0.3652,0.1364,-0.9923,0.8027,1.6003,-3.5097,0.2422,-2.7412
2.6478,-3.5837,0.0398,0.4682,-1.9781,0.9134,-2.2776,-2.7171
3.6079,0.2741,1.4661,1.898,-0.5796,-3.2016,1.6557,-1.0004
3.5084,7.7577,-0.5965,1.9078,5.8605,-7.9517,-1.5639,2.1212
0.2101,0.2769,0.8685,-1.2601,1.7275,-1.1701,0.3177,-0.9893
0.987,-5.4486,2.0246,0.5931,-1.6402,2.2592,-0.7944,-2.7735
0.1619,-1.2532,2.467,-2.4289,0.5234,1.0499,1.1488,-0.7387
0.2377,1.1654,1.2501,-2.3996,1.6181,-0.6365,0.821,-0.0444
-3.2689,0.7799,-0.4686,-0.1135,-0.9863,3.0792,0.9255,3.167
0.7881,-0.9818,-0.0731,1.1436,-0.7778,0.7285,-1.35,0.1169
-1.2945,-1.7194,-0.6447,0.0049,2.4809,-1.6033,-1.122,-3.3111
-1.2662,-3.057,2.4701,1.8112,2.1367,1.2358,-1.4181,-0.377
3.2229,-2.6705,3.6047,0.4334,-1.351,-0.1562,1.6907,-1.4704
-0.497,2.3602,1.1171,-3.545,2.9538,-1.8699,1.7979,-0.4298
-0.7632,-2.591,2.4483,2.6438,1.8906,1.0323,-1.5788,0.3252
1.166,-1.4281,1.8788,0.475,1.1777,-2.1874,1.3188,-2.4318
-1.8459,-0.2687,2.2503,0.2088,3.9304,-0.2899,-0.4234,0.3938
0.3124,1.015,-1.243,0.6758,2.3376,-3.2171,-1.0071,-1.724
-0.0028,1.9593,-1.4244,-1.3457,-0.3837,-0.8822,0.8396,0.1425
-0.8366,-1.0866,-0.2425,-1.0795,1.5543,-0.238,-1.029,-1.907
0.5599,-0.0444,2.2638,-1.6367,1.7807,-1.9056,2.2988,-1.6469
2.1264,2.1994,2.0211,-1.2046,1.7787,-4.0609,3.2422,-1.0152
-0.6385,1.9109,-1.563,-1.1727,2.4816,-2.9387,-0.0471,-1.5648
1.8431,0.8442,1.4759,-0.85,0.3154,-1.1719,1.0839,-0.0171
-2.9694,-2.8742,1.2903,1.2906,-0.5565,4.3673,-0.8126,1.758
-1.0903,-2.2635,1.4303,2.0436,1.1059,1.7034,-1.8394,0.5819
-0.9786,-2.603,-0.2052,-0.2854,1.0826,-0.0264,-1.0943,-2.9057
0.5691,-0.865,0.2703,-0.4632,-0.254,0.5648,-0.6845,-0.553
0.5651,-4.9854,2.5507,2.6967,0.6948,1.5635,-2.5386,-1.6553
-3.4089,-5.1831,1.714,0.8901,-0.8211,5.0883,-0.7954,-0.0738
0.9034,0.2432,0.4313,1.0291,-1.6848,0.4032,0.9569,1.2129
1.5358,2.0147,0.1835,-0.2521,1.6429,-3.2932,0.7905,-0.7267
0.1126,-1.0614,-0.0798,-0.0958,0.5437,-0.0323,-1.0974,-1.1898
-0.2219,-3.5963,2.4202,2.6068,1.2014,1.4005,-1.9488,-0.4394
-0.0901,1.844,0.3192,-0.9607,2.2748,-0.9828,-0.6031,0.752
1.8841,-2.0763,0.6004,1.7097,-0.1505,-2.7453,0.9428,-3.4258
3.472,0.0575,2.5126,0.4919,-0.6885,-1.9757,2.0911,-0.5175
-0.4954,1.7675,0.72,0.4942,2.2046,-0.6479,-0.5077,1.7925
-2.9136,-0.7755,0.0608,1.5147,-1.9359,4.6678,-0.3568,3.8513
-1.1961,0.905,0.0285,-2.1903,3.5681,-3.2626,1.3504,-2.8136
0.6058,-1.4571,1.1532,2.4336,1.028,0.0568,-1.89,0.1239
1.2638,2.5788,-0.9044,-1.5253,0.514,-2.2349,0.6683,-0.2529
-3.0102,-0.5323,-0.0757,0.9616,-0.0484,3.1949,-0.9168,2.574
-1.0306,-0.4066,1.1087,2.8545,1.4668,0.8241,-1.5261,2.0473
-1.0772,1.3718,-1.5239,-1.4074,-3.0933,1.7659,2.2092,1.664
0.1426,-2.2795,1.2078,0.2379,1.3883,-1.119,0.0413,-2.753
1.1323,-0.0214,2.436,-1.0261,2.3018,-4.1151,3.5444,-3.122
-0.1871,0.3212,0.8079,1.7071,2.0744,-0.4471,-1.5382,1.0818
0.4858,0.3974,-1.5345,0.5592,-2.4217,0.3113,0.4727,0.3898
-1.5433,-0.5802,0.0229,-2.6993,2.6337,-1.492,0.6953,-3.1179
0.1942,4.8776,1.3913,-3.4395,4.6646,-5.538,3.9314,-0.7492
1.1861,0.3318,0.7476,-0.7166,1.3086,-3.3779,2.0494,-2.5739
1.5171,3.0395,-0.208,-0.8314,0.2622,-1.9863,1.0981,1.001
